address,ID,First_Due_Date,First_Payment_Month,DisbursementMonth,DisbursementDate,loanamount,LOANNAME,totaldue,TERM,Paidflag
Lagos,92208895,2022-01-28,2022-01-01,2021-12-01,2021-12-29,13000.0000000000,"Lite Loan - New",4030.00,3,paidin14
Lagos,92208900,2022-01-28,2022-01-01,2021-12-01,2021-12-29,50000.0000000000,"Lite Loan - New",15500.00,3,paidin7
Lagos,92209118,2022-01-28,2022-01-01,2021-12-01,2021-12-29,50000.0000000000,"Lite Loan - New",12450.00,3,paidin14
Ogun,92209377,2022-01-28,2022-01-01,2021-12-01,2021-12-29,17700.0000000000,"Lite Loan - New",5487.00,3,paidin7
Oyo,92209415,2022-01-29,2022-01-01,2021-12-01,2021-12-30,9900.0000000000,"Lite Loan - New",2970.00,3,"not paid"
Ogun,92209783,2022-01-29,2022-01-01,2021-12-01,2021-12-30,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92209790,2022-01-29,2022-01-01,2021-12-01,2021-12-30,10800.0000000000,"Lite Loan - New",3240.00,3,paidin7
Lagos,92209828,2022-02-01,2022-02-01,2022-01-01,2022-01-02,41100.0000000000,"Lite Loan - New",11508.00,3,paidin7
Abia,92210009,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Oyo,92210174,2022-01-29,2022-01-01,2021-12-01,2021-12-30,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Edo,92210493,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92210565,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Imo,92210709,2022-02-03,2022-02-01,2022-01-01,2022-01-04,5600.0000000000,"Lite Loan - New",1456.00,3,paidin7
Lagos,92210799,2022-02-24,2022-02-01,2022-01-01,2022-01-25,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92210958,2022-01-30,2022-01-01,2021-12-01,2021-12-31,38900.0000000000,"Lite Loan - New",8169.00,3,paidin7
Edo,92211184,2022-02-03,2022-02-01,2022-01-01,2022-01-04,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
"Akwa Ibom",92211889,2022-02-03,2022-02-01,2022-01-01,2022-01-04,23700.0000000000,"Lite Loan - New",6636.00,3,paidin7
Lagos,92212171,2022-02-02,2022-02-01,2022-01-01,2022-01-03,6900.0000000000,"Lite Loan - New",2070.00,3,paidin7
Lagos,92212445,2022-02-02,2022-02-01,2022-01-01,2022-01-03,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Edo,92213016,2022-02-03,2022-02-01,2022-01-01,2022-01-04,7100.0000000000,"Lite Loan - New",2130.00,3,paidin7
FCT,92213397,2022-02-09,2022-02-01,2022-01-01,2022-01-10,15000.0000000000,"Lite Loan - New",4500.00,3,paidin14
Lagos,92213456,2022-02-21,2022-02-01,2022-01-01,2022-01-22,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92214178,2022-02-04,2022-02-01,2022-01-01,2022-01-05,31900.0000000000,"Lite Loan - New",10208.00,3,"not paid"
Ogun,92214888,2022-02-05,2022-02-01,2022-01-01,2022-01-06,20100.0000000000,"Lite Loan - New",6231.00,3,paidin14
FCT,92214903,2022-02-09,2022-02-01,2022-01-01,2022-01-10,21600.0000000000,"Lite Loan - New",5832.00,3,paidin7
Ondo,92214927,2022-02-05,2022-02-01,2022-01-01,2022-01-06,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92215157,2022-02-05,2022-02-01,2022-01-01,2022-01-06,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92215344,2022-02-05,2022-02-01,2022-01-01,2022-01-06,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
Rivers,92215588,2022-02-06,2022-02-01,2022-01-01,2022-01-07,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92215667,2022-02-06,2022-02-01,2022-01-01,2022-01-07,16700.0000000000,"Lite Loan - New",5010.00,3,paidin7
"Akwa Ibom",92215773,2022-02-09,2022-02-01,2022-01-01,2022-01-10,37600.0000000000,"Lite Loan - New",10152.00,3,paidin7
Abia,92216389,2022-02-09,2022-02-01,2022-01-01,2022-01-10,30600.0000000000,"Lite Loan - New",8568.00,3,"not paid"
Lagos,92216524,2022-02-07,2022-02-01,2022-01-01,2022-01-08,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Delta,92216595,2022-02-08,2022-02-01,2022-01-01,2022-01-09,9500.0000000000,"Lite Loan - New",2755.00,3,paidin7
FCT,92216650,2022-02-07,2022-02-01,2022-01-01,2022-01-08,11700.0000000000,"Lite Loan - New",3510.00,3,"not paid"
Lagos,92216657,2022-02-16,2022-02-01,2022-01-01,2022-01-17,8700.0000000000,"Lite Loan - New",1827.00,3,paidin7
Lagos,92216776,2022-02-11,2022-02-01,2022-01-01,2022-01-12,10000.0000000000,"Lite Loan - New",3000.00,3,paidin7
Oyo,92216811,2022-02-07,2022-02-01,2022-01-01,2022-01-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92217294,2022-02-08,2022-02-01,2022-01-01,2022-01-09,6200.0000000000,"Lite Loan - New",1860.00,3,paidin7
Lagos,92217363,2022-02-09,2022-02-01,2022-01-01,2022-01-10,7400.0000000000,"Lite Loan - New",2220.00,3,paidin7
FCT,92217488,2022-02-13,2022-02-01,2022-01-01,2022-01-14,5200.0000000000,"Lite Loan - New",1352.00,3,paidin7
Rivers,92218845,2022-02-13,2022-02-01,2022-01-01,2022-01-14,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Kano,92220259,2022-02-13,2022-02-01,2022-01-01,2022-01-14,4900.0000000000,"Lite Loan - New",1470.00,3,"not paid"
Ogun,92220448,2022-02-13,2022-02-01,2022-01-01,2022-01-14,14000.0000000000,"Lite Loan - New",4200.00,3,paidin7
Lagos,92220969,2022-02-15,2022-02-01,2022-01-01,2022-01-16,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Rivers,92221014,2022-02-14,2022-02-01,2022-01-01,2022-01-15,19000.0000000000,"Lite Loan - New",5510.00,3,paidin7
FCT,92221199,2022-02-14,2022-02-01,2022-01-01,2022-01-15,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92221215,2022-02-14,2022-02-01,2022-01-01,2022-01-15,20000.0000000000,"Lite Loan - New",8151.47,3,"not paid"
Lagos,92221480,2022-02-14,2022-02-01,2022-01-01,2022-01-15,8800.0000000000,"Lite Loan - New",2640.00,3,"not paid"
Oyo,92221533,2022-02-14,2022-02-01,2022-01-01,2022-01-15,13000.0000000000,"Lite Loan - New",3900.00,3,paidin7
Kano,92221902,2022-02-15,2022-02-01,2022-01-01,2022-01-16,14800.0000000000,"Lite Loan - New",4440.00,3,paidin7
Lagos,92222099,2022-02-15,2022-02-01,2022-01-01,2022-01-16,8200.0000000000,"Lite Loan - New",2460.00,3,paidin7
Lagos,92222477,2022-02-16,2022-02-01,2022-01-01,2022-01-17,50000.0000000000,"Lite Loan - New",12588.33,3,"not paid"
Edo,92222805,2022-02-17,2022-02-01,2022-01-01,2022-01-18,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Lagos,92222864,2022-04-17,2022-04-01,2022-01-01,2022-01-17,20000.0000000000,"Lite Loan - New",26066.67,3,paidin7
Lagos,92223043,2022-02-17,2022-02-01,2022-01-01,2022-01-18,9400.0000000000,"Lite Loan - New",2726.00,3,paidin7
FCT,92223141,2022-02-17,2022-02-01,2022-01-01,2022-01-18,6100.0000000000,"Lite Loan - New",1830.00,3,paidin7
Lagos,92223299,2022-02-18,2022-02-01,2022-01-01,2022-01-19,6900.0000000000,"Lite Loan - New",2001.00,3,"not paid"
Ondo,92223337,2022-02-17,2022-02-01,2022-01-01,2022-01-18,10000.0000000000,"Lite Loan - New",3000.00,3,paidin7
Delta,92223736,2022-02-20,2022-02-01,2022-01-01,2022-01-21,18400.0000000000,"Lite Loan - New",4968.00,3,paidin7
FCT,92223881,2022-02-18,2022-02-01,2022-01-01,2022-01-19,6800.0000000000,"Lite Loan - New",2176.00,3,"not paid"
Lagos,92224065,2022-02-18,2022-02-01,2022-01-01,2022-01-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Niger,92224355,2022-02-18,2022-02-01,2022-01-01,2022-01-19,11200.0000000000,"Lite Loan - New",3584.00,3,paidin7
Ogun,92225220,2022-02-19,2022-02-01,2022-01-01,2022-01-20,6500.0000000000,"Lite Loan - New",2015.00,3,paidin7
"Akwa Ibom",92225721,2022-02-21,2022-02-01,2022-01-01,2022-01-22,9000.0000000000,"Lite Loan - New",2610.00,3,paidin7
Rivers,92226335,2022-02-21,2022-02-01,2022-01-01,2022-01-22,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Oyo,92226403,2022-02-21,2022-02-01,2022-01-01,2022-01-22,18000.0000000000,"Lite Loan - New",5400.00,3,paidin7
Ogun,92226483,2022-03-04,2022-03-01,2022-02-01,2022-02-02,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92226652,2022-02-21,2022-02-01,2022-01-01,2022-01-22,19700.0000000000,"Lite Loan - New",5910.00,3,"not paid"
Lagos,92226738,2022-02-21,2022-02-01,2022-01-01,2022-01-22,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92226879,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
FCT,92227441,2022-02-26,2022-02-01,2022-01-01,2022-01-27,15000.0000000000,"Lite Loan - New",4896.94,3,"not paid"
FCT,92227485,2022-02-22,2022-02-01,2022-01-01,2022-01-23,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
FCT,92227782,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",12588.33,3,"not paid"
Edo,92227819,2022-02-23,2022-02-01,2022-01-01,2022-01-24,15000.0000000000,"Lite Loan - New",4550.00,3,paidin7
Lagos,92228144,2022-02-23,2022-02-01,2022-01-01,2022-01-24,7000.0000000000,"Lite Loan - New",2100.00,3,paidin7
Lagos,92228840,2022-02-24,2022-02-01,2022-01-01,2022-01-25,10000.0000000000,"Lite Loan - New",3000.00,3,paidin7
"Cross River",92229051,2022-02-24,2022-02-01,2022-01-01,2022-01-25,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
"Akwa Ibom",92229112,2022-02-25,2022-02-01,2022-01-01,2022-01-26,13300.0000000000,"Lite Loan - New",3857.00,3,"not paid"
Lagos,92229159,2022-02-25,2022-02-01,2022-01-01,2022-01-26,50000.0000000000,"Lite Loan - New",14500.00,3,paidin7
Kaduna,92229327,2022-02-25,2022-02-01,2022-01-01,2022-01-26,7000.0000000000,"Lite Loan - New",2380.00,3,paidin7
Lagos,92229363,2022-02-25,2022-02-01,2022-01-01,2022-01-26,6700.0000000000,"Lite Loan - New",2278.00,3,"not paid"
Lagos,92229498,2022-02-25,2022-02-01,2022-01-01,2022-01-26,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Osun,92230019,2022-02-26,2022-02-01,2022-01-01,2022-01-27,5800.0000000000,"Lite Loan - New",1914.00,3,"not paid"
FCT,92230070,2022-02-26,2022-02-01,2022-01-01,2022-01-27,20400.0000000000,"Lite Loan - New",6732.00,3,"not paid"
"Akwa Ibom",92230088,2022-02-26,2022-02-01,2022-01-01,2022-01-27,10600.0000000000,"Lite Loan - New",3498.00,3,paidin7
Lagos,92230442,2022-02-26,2022-02-01,2022-01-01,2022-01-27,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Oyo,92230880,2022-02-28,2022-02-01,2022-01-01,2022-01-29,4900.0000000000,"Lite Loan - New",1519.00,3,"not paid"
FCT,92231182,2022-02-28,2022-02-01,2022-01-01,2022-01-29,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92231361,2022-03-28,2022-03-01,2022-02-01,2022-02-26,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92231416,2022-02-28,2022-02-01,2022-01-01,2022-01-29,25500.0000000000,"Lite Loan - New",7905.00,3,paidin7
Kano,92231424,2022-02-27,2022-02-01,2022-01-01,2022-01-28,16000.0000000000,"Lite Loan - New",5120.00,3,paidin7
Delta,92231536,2022-02-28,2022-02-01,2022-01-01,2022-01-29,8000.0000000000,"Lite Loan - New",2400.00,3,paidin7
Lagos,92232016,2022-02-28,2022-02-01,2022-01-01,2022-01-29,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92232118,2022-03-01,2022-03-01,2022-01-01,2022-01-30,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Oyo,92232324,2022-03-01,2022-03-01,2022-01-01,2022-01-30,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Lagos,92233159,2022-03-05,2022-03-01,2022-02-01,2022-02-03,10000.0000000000,"Lite Loan - New",3066.67,3,paidin7
Rivers,92233540,2022-03-03,2022-03-01,2022-02-01,2022-02-01,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
"Cross River",92233658,2022-03-04,2022-03-01,2022-02-01,2022-02-02,8700.0000000000,"Lite Loan - New",2523.00,3,"not paid"
Rivers,92233678,2022-03-04,2022-03-01,2022-02-01,2022-02-02,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92234221,2022-03-05,2022-03-01,2022-02-01,2022-02-03,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Oyo,92234307,2022-03-04,2022-03-01,2022-02-01,2022-02-02,14300.0000000000,"Lite Loan - New",4290.00,3,"not paid"
Lagos,92234569,2022-03-04,2022-03-01,2022-02-01,2022-02-02,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Ogun,92234718,2022-03-06,2022-03-01,2022-02-01,2022-02-04,7100.0000000000,"Lite Loan - New",2059.00,3,paidin7
Lagos,92234887,2022-03-05,2022-03-01,2022-02-01,2022-02-03,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Edo,92235057,2022-03-05,2022-03-01,2022-02-01,2022-02-03,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Sokoto,92235061,2022-03-07,2022-03-01,2022-02-01,2022-02-05,21200.0000000000,"Lite Loan - New",5936.00,3,paidin7
FCT,92235710,2022-03-06,2022-03-01,2022-02-01,2022-02-04,5700.0000000000,"Lite Loan - New",1710.00,3,"not paid"
Edo,92236501,2022-03-09,2022-03-01,2022-02-01,2022-02-07,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Rivers,92236749,2022-03-07,2022-03-01,2022-02-01,2022-02-05,23300.0000000000,"Lite Loan - New",7456.00,3,"not paid"
Rivers,92236822,2022-03-10,2022-03-01,2022-02-01,2022-02-08,50000.0000000000,"Lite Loan - New",14500.00,3,paidin7
Lagos,92237499,2022-03-11,2022-03-01,2022-02-01,2022-02-09,10600.0000000000,"Lite Loan - New",2968.00,3,"not paid"
Ondo,92237960,2022-03-13,2022-03-01,2022-02-01,2022-02-11,19000.0000000000,"Lite Loan - New",4940.00,3,paidin7
Lagos,92239613,2022-03-12,2022-03-01,2022-02-01,2022-02-10,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Edo,92239690,2022-03-18,2022-03-01,2022-02-01,2022-02-16,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Lagos,92241445,2022-05-20,2022-05-01,2022-04-01,2022-04-20,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92241542,2022-04-08,2022-04-01,2022-03-01,2022-03-09,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Lagos,92241733,2022-03-16,2022-03-01,2022-02-01,2022-02-14,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92241848,2022-04-07,2022-04-01,2022-03-01,2022-03-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92241870,2022-03-18,2022-03-01,2022-02-01,2022-02-16,7700.0000000000,"Lite Loan - New",2156.00,3,paidin7
FCT,92242234,2022-03-16,2022-03-01,2022-02-01,2022-02-14,37300.0000000000,"Lite Loan - New",11190.00,3,paidin7
Osun,92242850,2022-03-28,2022-03-01,2022-02-01,2022-02-26,45700.0000000000,"Lite Loan - New",8226.00,3,"not paid"
Lagos,92243075,2022-03-18,2022-03-01,2022-02-01,2022-02-16,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Lagos,92243869,2022-03-19,2022-03-01,2022-02-01,2022-02-17,9100.0000000000,"Lite Loan - New",2548.00,3,paidin7
Lagos,92243883,2022-03-19,2022-03-01,2022-02-01,2022-02-17,46200.0000000000,"Lite Loan - New",12936.00,3,"not paid"
Lagos,92243916,2022-03-21,2022-03-01,2022-02-01,2022-02-19,37900.0000000000,"Lite Loan - New",9854.00,3,"not paid"
Lagos,92243944,2022-03-19,2022-03-01,2022-02-01,2022-02-17,41000.0000000000,"Lite Loan - New",11480.00,3,"not paid"
Lagos,92244024,2022-03-18,2022-03-01,2022-02-01,2022-02-16,37100.0000000000,"Lite Loan - New",10759.00,3,"not paid"
Lagos,92244112,2022-03-21,2022-03-01,2022-02-01,2022-02-19,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Bauchi,92244907,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92245617,2022-04-09,2022-04-01,2022-03-01,2022-03-10,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
"Akwa Ibom",92245943,2022-03-31,2022-03-01,2022-03-01,2022-03-01,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92246796,2022-03-26,2022-03-01,2022-02-01,2022-02-24,14400.0000000000,"Lite Loan - New",3456.00,3,paidin7
Lagos,92248013,2022-03-24,2022-03-01,2022-02-01,2022-02-22,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Ondo,92248810,2022-03-24,2022-03-01,2022-02-01,2022-02-22,45600.0000000000,"Lite Loan - New",13224.00,3,paidin7
Lagos,92248978,2022-03-24,2022-03-01,2022-02-01,2022-02-22,6600.0000000000,"Lite Loan - New",1914.00,3,"not paid"
Lagos,92249166,2022-03-27,2022-03-01,2022-02-01,2022-02-25,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Lagos,92249340,2022-03-23,2022-03-01,2022-02-01,2022-02-21,50000.0000000000,"Lite Loan - New",12726.67,3,"not paid"
Lagos,92249446,2022-03-30,2022-03-01,2022-02-01,2022-02-28,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Kwara,92249480,2022-03-23,2022-03-01,2022-02-01,2022-02-21,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
FCT,92249692,2022-03-25,2022-03-01,2022-02-01,2022-02-23,8500.0000000000,"Lite Loan - New",2465.00,3,paidin7
Anambra,92249703,2022-03-25,2022-03-01,2022-02-01,2022-02-23,14700.0000000000,"Lite Loan - New",4263.00,3,paidin7
Delta,92249715,2022-03-24,2022-03-01,2022-02-01,2022-02-22,25400.0000000000,"Lite Loan - New",7620.00,3,paidin7
"Cross River",92250379,2022-03-25,2022-03-01,2022-02-01,2022-02-23,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Delta,92250452,2022-03-26,2022-03-01,2022-02-01,2022-02-24,18000.0000000000,"Lite Loan - New",5460.00,3,"not paid"
FCT,92250478,2022-04-08,2022-04-01,2022-03-01,2022-03-09,8700.0000000000,"Lite Loan - New",1131.00,3,paidin7
Lagos,92250621,2022-03-24,2022-03-01,2022-02-01,2022-02-22,7900.0000000000,"Lite Loan - New",2370.00,3,"not paid"
Lagos,92250714,2022-03-29,2022-03-01,2022-02-01,2022-02-27,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92250768,2022-03-25,2022-03-01,2022-02-01,2022-02-23,9500.0000000000,"Lite Loan - New",2755.00,3,"not paid"
Lagos,92250772,2022-03-24,2022-03-01,2022-02-01,2022-02-22,20000.0000000000,"Lite Loan - New",6066.67,3,paidin30
Oyo,92250920,2022-03-26,2022-03-01,2022-02-01,2022-02-24,17500.0000000000,"Lite Loan - New",5075.00,3,"not paid"
Lagos,92251000,2022-03-25,2022-03-01,2022-02-01,2022-02-23,9200.0000000000,"Lite Loan - New",2760.00,3,paidin7
Oyo,92251112,2022-03-25,2022-03-01,2022-02-01,2022-02-23,16000.0000000000,"Lite Loan - New",4970.66,3,paidin7
Ondo,92251545,2022-03-25,2022-03-01,2022-02-01,2022-02-23,30000.0000000000,"Lite Loan - New",9000.00,3,"not paid"
Lagos,92251667,2022-03-27,2022-03-01,2022-02-01,2022-02-25,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92251833,2022-03-28,2022-03-01,2022-02-01,2022-02-26,6500.0000000000,"Lite Loan - New",1820.00,3,"not paid"
Kano,92251852,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92251965,2022-04-02,2022-04-01,2022-03-01,2022-03-03,20000.0000000000,"Lite Loan - New",6998.00,3,"not paid"
Ogun,92252051,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92252179,2022-03-28,2022-03-01,2022-02-01,2022-02-26,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92252320,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Delta,92252332,2022-03-26,2022-03-01,2022-02-01,2022-02-24,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92252710,2022-03-27,2022-03-01,2022-02-01,2022-02-25,7300.0000000000,"Lite Loan - New",2190.00,3,paidin30
Lagos,92253420,2022-04-20,2022-04-01,2022-03-01,2022-03-21,12000.0000000000,"Lite Loan - New",3600.00,3,paidin7
Kaduna,92253635,2022-03-28,2022-03-01,2022-02-01,2022-02-26,50000.0000000000,"Lite Loan - New",12450.00,3,paidin14
Lagos,92253793,2022-03-29,2022-03-01,2022-02-01,2022-02-27,22500.0000000000,"Lite Loan - New",6975.00,3,paidin7
Lagos,92253810,2022-03-28,2022-03-01,2022-02-01,2022-02-26,15100.0000000000,"Lite Loan - New",4832.00,3,"not paid"
Lagos,92254065,2022-03-30,2022-03-01,2022-02-01,2022-02-28,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Lagos,92254615,2022-04-01,2022-04-01,2022-03-01,2022-03-02,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92254766,2022-03-30,2022-03-01,2022-02-01,2022-02-28,7100.0000000000,"Lite Loan - New",1988.00,3,paidin7
Lagos,92254887,2022-04-04,2022-04-01,2022-03-01,2022-03-05,14100.0000000000,"Lite Loan - New",3243.00,3,paidin7
FCT,92254918,2022-03-30,2022-03-01,2022-02-01,2022-02-28,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Oyo,92254954,2022-03-30,2022-03-01,2022-02-01,2022-02-28,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92254979,2022-04-06,2022-04-01,2022-03-01,2022-03-07,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
"Akwa Ibom",92255677,2022-04-03,2022-04-01,2022-03-01,2022-03-04,13500.0000000000,"Lite Loan - New",4037.35,3,paidin30
Ogun,92255909,2022-04-01,2022-04-01,2022-03-01,2022-03-02,15000.0000000000,"Lite Loan - New",5392.01,3,"not paid"
Lagos,92255996,2022-04-07,2022-04-01,2022-03-01,2022-03-08,25700.0000000000,"Lite Loan - New",5911.00,3,"not paid"
Bayelsa,92256212,2022-04-04,2022-04-01,2022-03-01,2022-03-05,20000.0000000000,"Lite Loan - New",5200.00,3,paidin7
Ogun,92256232,2022-04-03,2022-04-01,2022-03-01,2022-03-04,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92256325,2022-04-06,2022-04-01,2022-03-01,2022-03-07,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92256372,2022-04-02,2022-04-01,2022-03-01,2022-03-03,9100.0000000000,"Lite Loan - New",2548.00,3,paidin7
Lagos,92256423,2022-04-01,2022-04-01,2022-03-01,2022-03-02,33100.0000000000,"Lite Loan - New",10592.00,3,paidin7
Rivers,92256431,2022-04-02,2022-04-01,2022-03-01,2022-03-03,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92256734,2022-04-01,2022-04-01,2022-03-01,2022-03-02,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92256956,2022-04-02,2022-04-01,2022-03-01,2022-03-03,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92257279,2022-04-02,2022-04-01,2022-03-01,2022-03-03,39500.0000000000,"Lite Loan - New",12245.00,3,"not paid"
Lagos,92257540,2022-04-04,2022-04-01,2022-03-01,2022-03-05,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92258045,2022-04-03,2022-04-01,2022-03-01,2022-03-04,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92258076,2022-04-05,2022-04-01,2022-03-01,2022-03-06,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Lagos,92258087,2022-04-07,2022-04-01,2022-03-01,2022-03-08,39900.0000000000,"Lite Loan - New",10374.00,3,"not paid"
Lagos,92258244,2022-04-04,2022-04-01,2022-03-01,2022-03-05,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92258458,2022-04-03,2022-04-01,2022-03-01,2022-03-04,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92258666,2022-04-03,2022-04-01,2022-03-01,2022-03-04,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92258739,2022-04-04,2022-04-01,2022-03-01,2022-03-05,10000.0000000000,"Lite Loan - New",3066.67,3,"not paid"
Edo,92258741,2022-04-03,2022-04-01,2022-03-01,2022-03-04,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
FCT,92258843,2022-04-04,2022-04-01,2022-03-01,2022-03-05,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92258928,2022-04-04,2022-04-01,2022-03-01,2022-03-05,15400.0000000000,"Lite Loan - New",4620.00,3,paidin14
Lagos,92259050,2022-04-04,2022-04-01,2022-03-01,2022-03-05,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92259105,2022-04-08,2022-04-01,2022-03-01,2022-03-09,50000.0000000000,"Lite Loan - New",12588.33,3,"not paid"
Lagos,92259247,2022-04-04,2022-04-01,2022-03-01,2022-03-05,11100.0000000000,"Lite Loan - New",3330.00,3,paidin7
Lagos,92259701,2022-04-07,2022-04-01,2022-03-01,2022-03-08,10200.0000000000,"Lite Loan - New",2856.00,3,paidin7
Lagos,92259723,2022-04-06,2022-04-01,2022-03-01,2022-03-07,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92260046,2022-04-05,2022-04-01,2022-03-01,2022-03-06,11300.0000000000,"Lite Loan - New",3390.00,3,"not paid"
Lagos,92260107,2022-04-05,2022-04-01,2022-03-01,2022-03-06,14300.0000000000,"Lite Loan - New",4290.00,3,paidin7
Rivers,92260146,2022-04-06,2022-04-01,2022-03-01,2022-03-07,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92260804,2022-04-07,2022-04-01,2022-03-01,2022-03-08,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Lagos,92262306,2022-04-09,2022-04-01,2022-03-01,2022-03-10,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
